'other in vivo study' is not one of ['Heterologous expression', 'Knock-out', 'Activity assay', 'Other', 'Other in vivo study', 'Sequence-based prediction']	1
'nucl_acc' is a required property	10
'nrps_thioesterase' is a required property	33
'nrps_te_type' is a required property	8
'nrps_release_type' is a required property	8
'nrps_other_mod_dom' is a required property	15
'nrps_module' is a required property	2
'nrps_genes' is a required property	21
'nrps_evidence_skip_iter' is a required property	4
'nrp' is a required property	2
'nr_iterations' is a required property	20
'nonprot_adom_spec' is a required property	169
'nonprot_adom_spec' is a dependency of 'aa_type'	161
'none' is not one of ['[M+2H]2+', '[M+K]+', '[M+H]+', '[M+NH4]+', '[M+H–H2O]+', '[M-H–H2O]-', '[M+X]-', '[M-H]-', 'M+', 'M-', 'Other', '[M+Na]+', '[M+Cl]-', 'Other multiply charged ion']	1
'mycoamine' is not one of ['D-arabinose', 'D-desosamine', 'Kedarosamine', 'D-digitoxose', '4-N,N-dimethylamino-4-deoxy-5-C-methyl-l-rhamnose', 'D-galactose', 'L-digitoxose', 'L-nogalose', '3-methoxy-D-mannose', 'D-chalcose', 'D-angolosamine', 'D-glucose', 'D-glucosamine', '6-deoxy-3-C-methyl-L-mannose', '3-O-carbamoyl-4-O-methyl-L-noviose', 'N-5-acetylneuraminic acid', '3-O-methyl-rhamnose', '3-O-carbamoyl-L-noviose', 'Other', 'L-cladinose', 'L-noviose', '2-deoxy-L-fucose', 'L-rhodosamine ', '2-O-methyl-L-rhamnose', 'D-fucofuranose', 'D-3-N-methyl-4-O-methyl-L-ristosamine', 'L-daunosamine ', '3,4-O-dimethyl-L-rhamnose', 'L-boivinose', '4,6-dideoxy-4-hydroxylamino-D-glucose', 'Namenamicin sugar C', 'Nogalamine', '2,4-O-dimethyl-L-rhamnose', 'L-rhamnose', "3-(5'-methyl-2'-pyrrolylcarbonyl-)4-O-methyl-L-noviose", 'L-cinerulose A', '4-O-methyl-L-rhodinose', '3-N,N-dimethyl-L-eremosamine', 'Chromose D (4-O-acetyl-beta-D-oliose)', 'D-mannose', 'L-quinovose', 'N,N-dimethyl-L-pyrrolosamine', 'D-quinovose', 'O-methyl-L-amicetose', 'L-fucose', '4-O-carbamoyl-D-olivose', 'Olivomycose (L-chromose B)', 'D-rhamnose', '3-epi-L-vancosamine', 'L-cinerulose B', 'D-fucose', '2,3-O-dimethyl-L-rhamnose', '3-O-methyl-L-olivose/L-oleandrose', 'L-ristosamine', '4-oxo-L-vancosamine', 'Multiple (promiscuous)', 'Rednose', '4-deoxy-4-methylthio-a-D-digitoxose ', '3-N,N-dimethyl-D-mycosamine', 'Olivomose', 'L-acosamine', 'D-galacturonic acid', '4-deoxy-4-thio-D-digitoxose ', '4-O-acetyl-L-arcanose', 'D-forosamine', 'Ketodeoxyoctonic acid', '2,3,4-tri-O-methylrhamnose', 'N-acetyl-D-glucosamine', '6-methoxy-D-glucose', '4-N-ethyl-4-amino-3-O-methoxy-2,4,5-trideoxypentose', 'D-mycosamine', 'L-actinosamine', 'L-megosamine', 'L-vancosamine', 'D-mycarose', 'N-acetyl-D-galactose', 'D-olivose ', 'L-rhodinose', 'L-vicenisamine', 'L-aculose', 'Unknown', "2'-N-methyl-D-fucosamine", '3-N-acetyl-4-O-acetyl-D-ravidosamine', 'D-ravidosamine', 'D-oliose', '3-N-acetyl-D-ravidosamine', '2-thioglucose', 'D-digitalose', 'Glucuronic acid', '4-O-acetyl-D-ravidosamine']	1
'mycaminose' is not one of ['D-arabinose', 'D-desosamine', 'Kedarosamine', 'D-digitoxose', '4-N,N-dimethylamino-4-deoxy-5-C-methyl-l-rhamnose', 'D-galactose', 'L-digitoxose', 'L-nogalose', '3-methoxy-D-mannose', 'D-chalcose', 'D-angolosamine', 'D-glucose', 'D-glucosamine', '6-deoxy-3-C-methyl-L-mannose', '3-O-carbamoyl-4-O-methyl-L-noviose', 'N-5-acetylneuraminic acid', '3-O-methyl-rhamnose', '3-O-carbamoyl-L-noviose', 'Other', 'L-cladinose', 'L-noviose', '2-deoxy-L-fucose', 'L-rhodosamine ', '2-O-methyl-L-rhamnose', 'D-fucofuranose', 'D-3-N-methyl-4-O-methyl-L-ristosamine', 'L-daunosamine ', '3,4-O-dimethyl-L-rhamnose', 'L-boivinose', '4,6-dideoxy-4-hydroxylamino-D-glucose', 'Namenamicin sugar C', 'Nogalamine', '2,4-O-dimethyl-L-rhamnose', 'L-rhamnose', "3-(5'-methyl-2'-pyrrolylcarbonyl-)4-O-methyl-L-noviose", 'L-cinerulose A', '4-O-methyl-L-rhodinose', '3-N,N-dimethyl-L-eremosamine', 'Chromose D (4-O-acetyl-beta-D-oliose)', 'D-mannose', 'L-quinovose', 'N,N-dimethyl-L-pyrrolosamine', 'D-quinovose', 'O-methyl-L-amicetose', 'L-fucose', '4-O-carbamoyl-D-olivose', 'Olivomycose (L-chromose B)', 'D-rhamnose', '3-epi-L-vancosamine', 'L-cinerulose B', 'D-fucose', '2,3-O-dimethyl-L-rhamnose', '3-O-methyl-L-olivose/L-oleandrose', 'L-ristosamine', '4-oxo-L-vancosamine', 'Multiple (promiscuous)', 'Rednose', '4-deoxy-4-methylthio-a-D-digitoxose ', '3-N,N-dimethyl-D-mycosamine', 'Olivomose', 'L-acosamine', 'D-galacturonic acid', '4-deoxy-4-thio-D-digitoxose ', '4-O-acetyl-L-arcanose', 'D-forosamine', 'Ketodeoxyoctonic acid', '2,3,4-tri-O-methylrhamnose', 'N-acetyl-D-glucosamine', '6-methoxy-D-glucose', '4-N-ethyl-4-amino-3-O-methoxy-2,4,5-trideoxypentose', 'D-mycosamine', 'L-actinosamine', 'L-megosamine', 'L-vancosamine', 'D-mycarose', 'N-acetyl-D-galactose', 'D-olivose ', 'L-rhodinose', 'L-vicenisamine', 'L-aculose', 'Unknown', "2'-N-methyl-D-fucosamine", '3-N-acetyl-4-O-acetyl-D-ravidosamine', 'D-ravidosamine', 'D-oliose', '3-N-acetyl-D-ravidosamine', '2-thioglucose', 'D-digitalose', 'Glucuronic acid', '4-O-acetyl-D-ravidosamine']	1
'modified' is a required property	1816
'methylmalonyl-CoA' is not one of ['None', 'Malonyl-CoA', 'Benzoyl-CoA', 'Acetoacetyl-CoA', 'Propionyl-CoA', '3,5-AHBA-CoA', 'Aminomalonyl-CoA', 'Methylmalonyl-CoA', '3-Methylbutyryl-CoA', 'p-Aminobenzoate', 'Butyryl-ACP', 'Hexanoyl-ACP', '3-Amino-2-Methylpropionate', 'Isobutyryl-CoA', 'Trans-cyclopentane-(1R, 2R)-dicarboxylic acid', 'Ethylmalonyl-CoA', 'Hydroxymalonyl-CoA', 'Multiple (promiscuous)', 'Mycolate', 'Glycolate', 'Methoxymalonyl-CoA', 'Unknown', 'p-Coumaroyl-CoA', 'Other', 'Cyclohexylcarbonyl-CoA ', 'Acetyl-CoA', 'Malonamyl-CoA', '2-Methylbutyryl-CoA', 'p-Nitrobenzoate']	1
'methylmalonate-CoA' is not one of ['Malonyl-CoA', 'Benzoyl-CoA', 'Cyclohexylcarbonyl-CoA', 'Acetoacetyl-CoA', 'Propionyl-CoA', '3,5-AHBA-CoA', 'Methylmalonyl-CoA', 'Aminomalonyl-CoA', '3-Methylbutyryl-CoA', 'p-Aminobenzoate', 'Butyryl-ACP', 'Hexanoyl-ACP', '3-Amino-2-Methylpropionate', 'Isobutyryl-CoA', 'Ethylmalonyl-CoA', 'Hydroxymalonyl-CoA', 'Mycolate', 'Glycolate', 'Methoxymalonyl-CoA', 'Unknown', 'p-Coumaroyl-CoA', 'Other', 'Acetyl-CoA', 'Malonamyl-CoA', 'Trans-cyclopentane-(1R,2R)-dicarboxylic acid', '2-Methylbutyryl-CoA', 'p-Nitrobenzoate']	1
'methyl beta-alanine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'malonyl-CoA' is not one of ['None', 'Malonyl-CoA', 'Benzoyl-CoA', 'Acetoacetyl-CoA', 'Propionyl-CoA', '3,5-AHBA-CoA', 'Aminomalonyl-CoA', 'Methylmalonyl-CoA', '3-Methylbutyryl-CoA', 'p-Aminobenzoate', 'Butyryl-ACP', 'Hexanoyl-ACP', '3-Amino-2-Methylpropionate', 'Isobutyryl-CoA', 'Trans-cyclopentane-(1R, 2R)-dicarboxylic acid', 'Ethylmalonyl-CoA', 'Hydroxymalonyl-CoA', 'Multiple (promiscuous)', 'Mycolate', 'Glycolate', 'Methoxymalonyl-CoA', 'Unknown', 'p-Coumaroyl-CoA', 'Other', 'Cyclohexylcarbonyl-CoA ', 'Acetyl-CoA', 'Malonamyl-CoA', '2-Methylbutyryl-CoA', 'p-Nitrobenzoate']	1
'm-Tyrosine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'lipid_moiety' is a required property	11
'linear' is not one of ['Linear', 'Cyclic']	1
'lin_cycl_ripp' is a required property	138
'lin_cycl_pk' is a required property	498
'lin_cycl_nrp' is a required property	8
'kr_stereochem' is a dependency of 'pks_domains'	113
'knock out' is not one of ['Heterologous expression', 'Knock-out', 'Activity assay', 'Other', 'Other in vivo study', 'Sequence-based prediction']	1
'ketide_length' is a required property	682
'iterative_subtype' is a required property	20
'iter_cycl_type' is a required property	20
'hyrbid/tailoring' is not one of ['lipopolysaccharide', 'capsular polysaccharide', 'oligosaccharide', 'exopolysaccharide', 'aminocyclitol', 'other', 'aminoglycoside', 'hybrid/tailoring']	1
'heterologous expression' is not one of ['Heterologous expression', 'Knock-out', 'Activity assay', 'Other', 'Other in vivo study', 'Sequence-based prediction']	1
'guanidinoacetate ' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'gt_gene' is a required property	2
'glycocyamine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'gene_startpos' is a required property	3
'gene_function' is a required property	5
'gene_endpos' is a required property	3
'evidence_struct' is a required property	1728
'evidence_operon' is a required property	30
'evidence_gt_spec' is a required property	9
'evidence_genefunction' is a required property	43
'evidence_at_spec' is a dependency of 'at_substr_spec'	27
'dhb' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'created' is a required property	1816
'conn_comp_cluster' is a required property	1322
'complete' is a required property	1322
'chem_act' is a required property	1327
'cdom_subtype' is a required property	3
'at_substr_spec' is a required property	44
'at_substr_spec' is a dependency of 'pks_domains'	44
'at_multiple_spec' is a dependency of 'at_substr_spec'	150
'alpha-ketoisovaleric acid' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'alpha-ketoisocaproic acid' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	2
'activity assay' is not one of ['Heterologous expression', 'Knock-out', 'Activity assay', 'Other', 'Other in vivo study', 'Sequence-based prediction']	1
'aa_type' is a required property	42
'aa_subcluster' is a dependency of 'aa_type'	178
'a_multiple_spec' is a dependency of 'aa_type'	177
'[M+H-H2O]+' is not one of ['[M+2H]2+', '[M+K]+', '[M+H]+', '[M+NH4]+', '[M+H–H2O]+', '[M-H–H2O]-', '[M+X]-', '[M-H]-', 'M+', 'M-', 'Other', '[M+Na]+', '[M+Cl]-', 'Other multiply charged ion']	2
'X' does not match '^[xABCD0123456789]{1,}$'	1
'X' does not match '^[ABCD0123456789]{1,}$'	2
'Various atypical acyl-CoAs' is not one of ['None', 'Malonyl-CoA', 'Benzoyl-CoA', 'Acetoacetyl-CoA', 'Propionyl-CoA', '3,5-AHBA-CoA', 'Aminomalonyl-CoA', 'Methylmalonyl-CoA', '3-Methylbutyryl-CoA', 'p-Aminobenzoate', 'Butyryl-ACP', 'Hexanoyl-ACP', '3-Amino-2-Methylpropionate', 'Isobutyryl-CoA', 'Trans-cyclopentane-(1R, 2R)-dicarboxylic acid', 'Ethylmalonyl-CoA', 'Hydroxymalonyl-CoA', 'Multiple (promiscuous)', 'Mycolate', 'Glycolate', 'Methoxymalonyl-CoA', 'Unknown', 'p-Coumaroyl-CoA', 'Other', 'Cyclohexylcarbonyl-CoA ', 'Acetyl-CoA', 'Malonamyl-CoA', '2-Methylbutyryl-CoA', 'p-Nitrobenzoate']	1
'Valine, isoleucine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'Valine' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
'VGVWVAASGK' is not one of ['Homoproline', 'Hydroxyasparagine', '2,3-Dehydro-2-aminobutyric acid', '2,3-Diaminopropionic acid', '2,3-Dihydroxybenzoic acid', 'N-Methyl-isoleucine', 'Beta-alanine', 'N-Methyl-phenylalanine', 'N-Methyl-valine', 'Phenylalaninol', 'Citrulline', 'Pipecolic acid', '2-Aminobutyricacid', 'N5-Hydroxyornithine', 'N-Methyl-phenylglycine', '2-Hydroxyisovalerate', 'Homoserine', 'Phenylglycine', '2-Amino-adipic-acid', '3,5-Dihydroxy-phenylglycine', '4-Hydroxyproline', 'N-Acetyl-hydroxyornithine', 'N-Methyl-hydroxyphenylglycine', 'Isovaline', 'Putrescine', 'Ornithine', 'Other', 'Hydroxy-cycloornithine', 'Kynurenine', 'Allo-threonine', '2-Aminoisobutyricacid', 'Hydroxyaspartic acid', 'N6-Formyl-hydroxyornithine', 'N-Methyl-leucine', 'N-Methyl-Glycine', '2-Hydroxy-3-methyl-pentanoic acid', '4-Hydroxyphenylglycine', 'Salicylic acid', 'Homotyrosine', '2,4-Diaminobutyric acid', 'N-Methyl-alanine', 'Beta-hydroxytyrosine']	1
