BGC0000027	synonyms	ankaflavin	15294091		ANKAFLAVIN;50980-32-0;CHEMBL1215462;
BGC0000027	synonyms	monascin	12118082		Monascin;21516-68-7;UNII-W74D2M37FX;W74D2M37FX;CHEBI:82621;Monascoflavin;CCRIS 9138;CHEMBL1215463;SCHEMBL13100009;Monascin, >=97.0% (HPLC);ZINC58563822;(3S,3aR,9aR)-3-Hexanoyl-9a-methyl-6-((E)-propenyl)-3a,4,8,9a-tetrahydro-3H-furo[3,2-g]isochromene-2,9-dione;(3S,3aR,9aR)-3-hexanoyl-9a-methyl-6-[(1E)-prop-1-en-1-yl]-3a,4,8,9a-tetrahydro-2H-furo[3,2-g][2]benzopyran-2,9(3H)-dione;(3S,3aR,9aR)-3a,4,8,9a-Tetrahydro-9a-methyl-3-(1-oxohexyl)-6-(1E)-1-propenyl-2H-furo[3,2-g][2]benzopyran-2,9(3H)-dione;
BGC0000027	synonyms	rubropunctatin	6452445		Rubropunctatin;514-67-0;AC1O55FN;CHEMBL1215465;(R-(E))-9a-Methyl-3-(1-oxohexyl)-6-(1-propenyl)-2H-furo(3,2-g)(2)benzopyran-2,9(9aH)-dione;2H-Furo(3,2-g)(2)benzopyran-2,9(9aH)-dione, 9a-methyl-3-(1-oxohexyl)-6-(1-propenyl)-, (R-(E))-;(9aR)-3-hexanoyl-9a-methyl-6-[(E)-prop-1-enyl]furo[3,2-g]isochromene-2,9-dione;
BGC0000027	synonyms	monascorubrin	12118084		Monascorubrin;13283-90-4;UNII-PRW98QJ428;PRW98QJ428;Monasred;CCRIS 7225;CHEMBL1215464;ZINC58568858;2H-Furo(3,2-g)(2)benzopyran-2,9(9aH)-dione, 9a-methyl-3-(1-oxooctyl)-6-(1-propenyl)-, (R-(E))-;11043-12-2;
BGC0000029	synonyms	BE-14106	6439426		BE 14106;9,10-Dihydroxy-7,15-dimethyl-20-(2-hexenyl)azacycloeicosa-3,5,7,11,13,15,17-heptaen-2-one;Azacycloeicosa-3,5,7,11,13,15,17-heptaen-2-one, 20-(2-hexenyl)-9,10-dihydroxy-7,15-dimethyl-;Azacycloeicosa-3,5,7,11,13,15,17-heptaen-2-one, 9,10-dihydroxy-7,15-dimethyl-20-(2-hexenyl)-;AC1O5RNH;GT-32A;140212-86-8;LS-22646;(3Z,5Z,7Z,11Z,13Z,15Z,17Z)-20-[(E)-hex-2-enyl]-9,10-dihydroxy-7,15-dimethyl-1-azacycloicosa-3,5,7,11,13,15,17-heptaen-2-one;
BGC0000046	synonyms	depudecin	6438725		139508-73-9;CBChromo1_000044;AC1O5Q7V;SCHEMBL5312269;(1R)-1-[(2S,3S)-3-[(E)-2-[(3S)-3-[(1R)-1-hydroxyethyl]oxiran-2-yl]ethenyl]oxiran-2-yl]prop-2-en-1-ol;Oxiranemethanol, alpha-ethenyl-3-(2-(3-(1-hydroxyethyl)oxiranyl)ethenyl)-, (2S-(2R*(E(2R*(S*),3R*)),3R*(S*)))-;
BGC0000049	chem_struct	E-975	11509754	CC\C=C(/C)C(O)C(C)\C=C\C=C\CCC(O)CC1=C(C)C(=O)C(O)(O1)C(C)O	CC/C=C(\C)/C(C(C)/C=C/C=C/CCC(CC1=C(C(=O)C(O1)(C(C)O)O)C)O)O
BGC0000055	synonyms	Erythromycin A	12560	abomacetin;erythromycin	erythromycin;114-07-8;E-Mycin;Abomacetin;Erythrocin;Erythromycinum;Erymax;Ilotycin;Erythromycine;Eritromicina;Emgel;Robimycin;Erythro-Statin;E-Glades;E-Base;erythro;Benzamycin;Dumotrycin;Mephamycin;Eryacne;Sansac;Eryc Sprinkles;Erythra-Derm;Akne-Mycin;Erythromycin base;R-P Mycin;Wemid;E-Solve 2;Torlamicina;Abboticin;Erycette;Eryc 125;(-)-ERYTHROMYCIN;Ery-Tab;Erythroguent;Eritrocina;Erycinum;Erythrogran;Erythromid;Pantomicina;Propiocine;Stiemycin;Dotycin;Ermycin;Erycen;Erycin;Eryderm;Erygel;Ilocaps;Aknin;ERYC;Pfizer-E;Theramycin Z;Kesso-Mycin;Taimoxin-F;Ak-Mycin;Erythromast 36;Erythromycin Lactate;T-Stat;Endoeritrin;Eritomicina;Erythroderm;Erytrociclin;Paediathrocin;Pharyngocin;Proterytrin;Acneryne;Acnesol;Aknemycin;Derimer;Deripil;Erisone;Eryacnen;Erydermer;Eryhexal;Erysafe;Iloticina;Latotryd;Lederpax;Mercina;Oftamolets;Pantoderm;Pantodrin;Primacine;Romycin;Stiemicyn;Tiloryth;Tiprocin;Emuvin;Emycin;Erecin;Erymed;Erytab;Erytop;Inderm;Retcin;AustriaS;Eros;Ery-maxin;Erythro-Teva;Sans-acne;Erimycin-T;Ery-Diolan;Inderm Gel;Del-Mycin;UNII-63937KV33D;Wyamycin S;Aknederm Ery Gel;Udima Ery Gel;Emu-Ve;Erythrocin stearate;Skid Gel E;Akne Cordes Losung;Ilosone (estolate);E-Mycin (base);Ery-Tab (base);E-Base (base);Emu-V;Ery-B;CHEMBL532;ERYC (base);C-Solve-2;ERYTHROMYCIN STEARATE;PCE Dispertab (base);IndermRetcin;erythromycin-A;Eryc-125;Eryc-250;CHEBI:42355;ULGZDMOVFRHVEP-RWJQBGPGSA-N;Eritromicina [INN-Spanish];Erythromycine [INN-French];Erythromycinum [INN-Latin];A/T/S;Oftalmolosa Cusi Eritromicina;63937KV33D;Ilotycin gluceptate;NCI-C55674;DSSTox_CID_2991;(-)-Erythromycin, 98%;UNII-8HPH7ND0LN;DSSTox_RID_76820;DSSTox_GSID_22991;8HPH7ND0LN;(3R*,4S*,5S*,6R*,7R*,9R*,11R*,12R*,13S*,14R*)-4-((2,6-Dideoxy-3-C-methyl-3-O-methyl-alpha-L-ribo-hexopyranosyl)oxy)-14-ethyl-7,12,13-trihydroxy-3,5,7,9,11,13-hexamethyl-6-((3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyl)oxy)oxacyclotetradecane-2,10-dione;ERY;Ilotycin T.S.;(-)-Erythromycin, Eur.Ph.;CCRIS 9078;HSDB 3074;N-Methylerythromycin A;EINECS 204-040-1;NSC 55929;Ery-Sol;Staticin (TN);(2R,3S,4S,5R,6R,8R,10R,11R,12S,13R)-5-(3-amino-3,4,6-trideoxy-N,N-dimethyl--D-xylo-hexopyranosyloxy)-3-(2,6-dideoxy-3-C,3-O-dimethyl--L-ribo-hexopyranosyloxy)-13-ethyl-6,11,12-trihydroxy-2,4,6,8,10,12-hexamethyl-9-oxotridecan-13-olide;Akne-mycin (TN);AI3-50138;Erygel (TN);Eryc (TN);T-stat (TN);Pce (TN);SR-05000001618;Sentry AQ mardel maracyn;erthromycin;Erythromycines;ULGZDMOVFRHVEP-UHFFFAOYSA-N;NSC55929;NCGC00094670-01;Erythromycin [USP:INN:BAN:JAN];82343-12-2;CAS-114-07-8;Prestwick_205;Erythromycin C-13;E-mycin, Erythrocin;MFCD00084654;Erythromycin(E-Mycin);Spectrum_000115;Spectrum_000659;AC1L1ZUR;EM-A;Prestwick3_000151;Spectrum2_000759;Spectrum2_001263;Spectrum4_000538;Spectrum5_001596;E0751;Erythromycin A, B + C;EC 204-040-1;SCHEMBL2601;BSPBio_000282;BSPBio_002480;KBioGR_001175;KBioSS_000555;KBioSS_001139;MLS001066618;BIDD:GT0017;DivK1c_000294;DivK1c_000397;DivK1c_000702;SPECTRUM1500280;SPBio_000778;SPBio_001226;BPBio1_000312;GTPL1456;CHEMBL3735423;DTXSID4022991;Erythromycin (JP17/USP/INN);HMS500O16;KBio1_000294;KBio1_000397;KBio1_000702;KBio2_000555;KBio2_001139;KBio2_003123;KBio2_003707;KBio2_005691;KBio2_006275;Erythromycin (mixture of A,B,C);NINDS_000294;NINDS_000397;NINDS_000702;ZX-AFC000696;HMS1920M04;HMS2091D05;HMS2095O04;HMS3712O04;Pharmakon1600-01500280;ACT03320;HY-B0220;RKL10096;Tox21_111311;Tox21_111869;Tox21_300515;BDBM50344942;CCG-38992;LMPK04000006;NSC756759;ZINC85534336;Erythromycin, labeled with carbon-13;AKOS015895249;CS-2168;DB00199;MCULE-4566208867;NSC-756759;IDI1_000294;IDI1_000397;IDI1_000702;SMP1_000119;NCGC00179619-01;NCGC00179619-02;NCGC00179619-03;NCGC00254234-01;AC-12744;AC-12901;BC205124;CC-27517;CPD000544946;SAM002643510;SC-13736;SMR000544946;Erythromycin, potency: >=850 mug per mg;Erythromycin, tested according to Ph.Eur.;SBI-0051368.P003;Erythromycin, N-demethyl-N-(methyl-11C)-;LS-187077;Erythromycin, meets USP testing specifications;C01912;D00140;E-3250;Erythromycin, plant cell culture tested, ~98%;44496-EP2272846A1;44496-EP2275422A1;44496-EP2292608A1;44496-EP2305644A1;44496-EP2308866A1;44496-EP2311814A1;44496-EP2311828A1;44496-EP2380568A1;AB00051981_09;AB00051981_10;Erythromycin standard solution, 1 mg/mL in H2O;Erythromycin, Biotechnology Performance Certified;114E078;C-23475;SR-01000799155;9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione;Erythromycin, Antibiotic for Culture Media Use Only;Erythromycin, BioReagent, suitable for cell culture;SR-01000799155-2;SR-05000001618-1;SR-05000001618-2;BRD-K63550407-001-13-5;BRD-K63550407-028-03-9;Erythromycin A, British Pharmacopoeia (BP) Reference Standard;Erythromycin A, European Pharmacopoeia (EP) Reference Standard;Erythromycin, United States Pharmacopeia (USP) Reference Standard;Erythromycin, for microbiological assay, European Pharmacopoeia (EP) Reference Standard;Erythromycin, Pharmaceutical Secondary Standard; Certified Reference Material;(3R*,4S*,5S*,6R*,7R*,9R*,11R*,12R*,13S*,14R*)-4-[(2,6-Dideoxy-3-C-methyl-3-O-methyl-.alpha.-L-ribo-hexopyranosyl)oxy]-14-ethyl-7,12,13-trihydroxy-3,5,9,11,13-hexamethyl-6-[[3,4,6-trideoxy-3-;(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-(2,6-dideoxy-3-C-methyl-3-O-methyl-alpha-L-ribo-hexopyranosyloxy)-14-ethyl-7,12,13-trihydroxy-6-[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyloxy]-3,5,7,9,11,13-hexamethyloxacyclotetradecane-2,10-dione;(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-(((2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyltetrahydro-2H-pyran-2-yl)oxy)-14-ethyl-7,12,13-trihydroxy-4-(((2R,4R,5S,6S)-5-hydroxy-4-methoxy-4;(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyl-tetrahydropyran-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyl-tetrahydropyran-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione;(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,;(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione;(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-[(2S,3R,4S,6R)-4-dimethylamino-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl]oxy-3,5,7,9,11,13-hexamethyl-1-oxacyclotetradecane-2,10-dione;(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-{[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyltetrahydro-2H-pyran-2-yl]oxy}-14-ethyl-7,12,13-trihydroxy-4-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-3,5,7,9,11,13-hexamethyloxacyclotetradecane-2,10-dione;(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-6-{[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyltetrahydro-2H-pyran-2-yl]oxy}-14-ethyl-7,12,13-trihydroxy-4-{[(2R,4R,5S,6S)-5-hydroxy-4-methoxy-4,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-3,5,7,9,11,13-hexamethyloxacyclotetradecane-2,10-dione (non-preferred name);215031-94-0;374700-25-1;
BGC0000055	synonyms	Erythromycin B	10702	berythromycin	Abbot 24091;Berythromycin [USAN:INN];Beritromicina [INN-Spanish];Berythromycine [INN-French];Berythromycinum [INN-Latin];ERYTHROMYCIN, 12-DEOXY-;b erythromycin;BRN 5206722;AC1L1VRK;C37H67NO12;LS-64676;Erythromycin B, Berythromycin, 12-Deoxyerythromycin;(3R,4S,6R,7R,9R,11R,12S,13R,14R)-6-[4-(dimethylamino)-3-hydroxy-6-methyl-tetrahydropyran-2-yl]oxy-14-ethyl-7,12-dihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyl-tetrahydropyran-2-yl)oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione;(3R,4S,6R,7R,9R,11R,12S,13R,14R)-6-[4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12-dihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione;6-(4-Dimethylamino-3-hydroxy-6-methyl-tetrahydro-pyran-2-yloxy)-14-ethyl-7,12-dihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyl-tetrahydro-pyran-2-yloxy)-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione;
BGC0000055	synonyms	Erythromycin C	441095		AC1L9AJB;SCHEMBL1348181;LMPK04000009;J-010373;(3R,4S,5S,6R,7R,9R,11R,12R,13S,14R)-4-[(4R,5S,6S)-4,5-dihydroxy-4,6-dimethyloxan-2-yl]oxy-6-[(3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione;
BGC0000055	synonyms	Erythromycin D	24755489		(3R,4S,5S,6R,7R,9R,11R,12S,13R,14R)-4-(2,6-dideoxy-3-C-methyl-alpha-L-ribo-hexopyranosyloxy)-14-ethyl-7,12-dihydroxy-6-[3,4,6-trideoxy-3-(dimethylamino)-beta-D-xylo-hexopyranosyloxy]-3,5,7,9,11,13-hexamethyloxacyclotetradecane-2,10-dione;CHEBI:28331;12-Deoxy-3'-O-demethylerythromycin;C06633;(3R,4S,5S,6R,7R,9R,11R,12S,13R,14R)-4-{[(2R,4R,5S,6S)-4,5-dihydroxy-4,6-dimethyltetrahydro-2H-pyran-2-yl]oxy}-6-{[(2S,3R,4S,6R)-4-(dimethylamino)-3-hydroxy-6-methyltetrahydro-2H-pyran-2-yl]oxy}-14-ethyl-7,12-dihydroxy-3,5,7,9,11,13-hexamethyloxacyclotetradecane-2,10-dione (non-preferred name);EY5;
BGC0000057	synonyms	F9775A	9843671		UNII-W9J20F451F;W9J20F451F;220178-94-9;Benzo(b)cyclopent(2,3)indeno(4,5-E)(1,4)dioxin-6,8,9(8ah)-trione, 11a,11b-dihydro-4,7,8a-trihydroxy-2,11,11b-trimethyl-;
BGC0000057	synonyms	F9775B	25235989		
BGC0000057	synonyms	Orsellinic acid	68072	orsellic acid;o-orsellinic acid;orcinolcarboxylic acid;benzoic acid	2,4-Dihydroxy-6-methylbenzoic acid;480-64-8;o-Orsellinic acid;Orsellic acid;Orcinolcarboxylic acid;4,6-Dihydroxy-o-toluic acid;2,4-dihydroxy-6-methyl-benzoic acid;UNII-11XLA0494B;Benzoic acid, 2,4-dihydroxy-6-methyl-;CHEBI:32807;AMKYESDOVDKZKV-UHFFFAOYSA-N;11XLA0494B;Orsellinate;4,6-Dihydroxy-2-methylbenzoic acid;2,4-Dihydroxy-6-methyl benzoic acid;AK-77256;2,4-Dihydroxy-6-methylbenzenecarboxylic acid;o-Orsellinic acid monohydrate, 98%;2,4-Dihydroxy-6-methylbenzoic acid hydrate;Orsellinsaeure;Spectrum_000594;ACMC-20a2aq;SpecPlus_000120;AC1Q5TGB;Spectrum2_000305;Spectrum3_001284;Spectrum4_001598;Spectrum5_000316;6-Methyl- -resorcylic acid;BSPBio_002887;KBioGR_002216;KBioSS_001074;SPECTRUM300001;DivK1c_006216;SCHEMBL522294;SPBio_000270;AC1L28Z2;CHEMBL457583;MEGxm0_000096;CTK1D5882;KBio1_001160;KBio2_001074;KBio2_003642;KBio2_006210;KBio3_002107;KS-00000MNK;6-Methyl-.beta.-resorcylic acid;DTXSID20197385;ZINC901157;.beta.-Resorcylic acid, 6-methyl-;6587AB;ANW-53904;BBL103122;BDBM50104645;CCG-38582;DT1737;LMPK13010001;MFCD16661187;STL556932;AKOS000349074;FCH1121380;MCULE-3047851108;SDCCGMLS-0066472.P001;NCGC00095565-01;NCGC00095565-02;4CN-3035;AJ-24339;AN-45187;DS-17030;SC-91572;AX8066935;TC-142649;AM20040543;BB 0218020;FT-0693806;ST24038664;C01839;480D648;SR-05000002400;SR-05000002400-1;6X7;
BGC0000065	synonyms	galbonolide A	6438453	rustmicin	Rustmicin;Galbonolide;Galbonolide A;100227-57-4;Erythronolide A, 6,7,10,11,12,20-hexadehydro-6-demethyl-9-deoxo-3,5,11,12-tetradeoxy-4,17-dihydroxy-6-O-methyl-3-oxo-;AC1O5PP2;(3R,7Z,9S,12E,14S)-14-ethyl-5-hydroxy-5-(hydroxymethyl)-7-methoxy-3,9,13-trimethyl-11-methylene-1-oxacyclotetradeca-7,12-diene-2,4-dione;(3R,7Z,9S,12E,14S)-14-ethyl-5-hydroxy-5-(hydroxymethyl)-7-methoxy-3,9,13-trimethyl-11-methylidene-1-oxacyclotetradeca-7,12-diene-2,4-dione;
